encabezado,clase
Detectan en Tamaulipas primer caso de nueva cepa de coronavirus de Reino Unido,0
"Protocolo anti-Covid, clave para reactivar turismo mexicano",0
Cierran Museo de Louvre por temor a coronavirus,1
AMDA propone programa para reducir la pérdida de empleos por coronavirus,0
"OMS expresa cautela por uso de plasma para tratar covid-19: ""es terapia experimental""",0
Farmacias se mantienen alerta con indicaciones de SS por coronavirus,1
El médico chino que intentó alertar del coronavirus (y fue obligado a retractarse),1
California pide a los residentes que donen sangre en medio de una grave escasez,1
Coronavirus “embiste” al deporte,1
Crisis por Covid-19 afectó principalmente a Jóvenes; perderán empleos y abandonarán estudios,1
Hidalgo no ha registrado casos de zika ni chikungunya durante este año,0
OMS teme que viruela de mono se propague rápidamente en temporada de verano,1
"Muere el Subsecretario de Contraloria y Transparencia Gubernamental en Oaxaca, por Covid-19",0
Y ahora en Argentina: detectan primer caso sospechoso de viruela del mono en el país latinoamericano,0
"Tras dichos de Rusia, OMS pide respetar protocolos ante vacuna contra Covid-19",0
Semáforo CDMX. Sigue semáforo naranja con estabilidad de hospitalizaciones,0
BMV acumula en la semana baja de 1.48% por temores al coronavirus,1
Padecen dolor crónico 35% de sobrevivientes de cáncer,0
Crean plataforma para donar recursos a familias afectadas por coronavirus,0
"Muertos por Covid-19 podrían llegar a 150 mil en EU, alerta Trump",1
Habrá filtros de salud en eventos masivos de Torreón,0
Hong Kong suspende conexiones de tren y ferry con China por coronavirus,0
Estos son los países con casos confirmados del coronavirus,0
Alista Cofepris resultado sobre vacuna,0
"Por coronavirus, China aísla tres ciudades",1
Experto mexicano alerta de daños al páncreas y casos de diabetes en contagios de covid-19,1
México ha investigado 7 casos sospechosos de coronavirus; dos están descartados,0
BC: entre el Covid 19 y las amenazas de muerte,1
"Personal de salud sufre de temor, ideas suicidas y depresión: OPS",1
Situación en España despierta temor a una “segunda ola” de Covid-19 en Europa,1
Profesor que dio negativo a coronavirus agradece atención al sector salud,0
¡Exceso de moscos! Vecinos exigen fumigación para evitar casos de dengue,1
Colaboran gobierno de Puebla y Facebook en prevención del Covid-19,0
Barcelona tomará medidas contra el coronavirus previo a su visita a Nápoles,0
Estudio alerta sobre niveles de depresión en personal de salud de AL tras pandemia,1
Covid-19 avanza sin control; países se aíslan,1
Pandemia puso en evidencia rezagos en la atención de la salud mental,1
"Arrasará nueva cepa británica al mundo, advierten",1
China termina hospital para tratar a pacientes con coronavirus,0
China amenaza a los medios que insulten al país por el coronavirus,1
Detectan seis casos de dengue entre integrantes de caravana migrante,0
Exhortan a pacientes con diabetes a reforzar el autocuidado ante Covid-19,0
¡No sólo en Reino Unido! Nueva cepa de covid-19 también circula en Bélgica,1
Se extiende amenaza por el coronavirus,1
Médicos italianos se preocupan por la pérdida del miedo al coronavirus,1
Coronavirus hunde la economía mundial en una recesión récord,1
Confirman desabasto de cubrebocas,0
En Israel mayores de 12 años podrán vacunarse contra Covid-19,0
Descartan coronavirus a pasajera china de crucero italiano tras primeras pruebas,0
Hospitalizan al Mijis por complicaciones del cáncer que padece,0
Temen expertos rebrote de Covid-19 por Semana Santa,1
"El Zika también muta, cientifícos alertan sobre su peligro",1
Ante emergencia sanitaria agilizan excavación de fosas en Sonora,1
Pagan 4 mil euros si te dejas infectar de coronavirus,1
Aumenta vigilancia en Acapulco por detección de coronavirus en México,0
"Misterioso virus detectado en China se contagia entre humanos, según experto",1
Realiza IMSS primer trasplante de hígado de un donador positivo a covid-19 en NL,0
Hospital de Reynosa a la cabeza en ocupación de camas covid,0
Se duplica cifra de muertos en perú por covid,1
Preocupa a Salud contagios en marcha de empleados de bares,1
Pandemia amenaza con provocar hambre a más de 80 millones de personas,1
OMS advierte decenas de miles de muertes por malaria en tiempos de coronavirus,0
Incrementa en diciembre el riesgo de caer en adicciones,1
2020 el año que atacó el Coronavirus. Día 11,1
Arquidiócesis de México llama a no tener miedo pese a pandemia,1
"Por coronavirus, alumnos de la UdeG tomarán clases de manera virtual",0
Preolímpico de boxeo cambiará de sede por el coronavirus,0
Cancelan arribo de crucero a Cozumel por temor a coronavirus,1
FDA aprueba uso de la vacuna contra Covid-19 de Johnson & Johnson en EU,0
"Por coronavirus, mascarillas y desinfectante tienen precios “desorbitados” en Italia",1
"Abdala, uno de los candidatos a vacuna contra covid-19 de Cuba, finaliza ensayos clínicos",0
OMS pide fondos para luchar contra el coronavirus y evitar el pánico,1
"La tercera ola, con más contagios que las anteriores",1
¿Pronosticó Bill Gates el brote de viruela del mono?,1
¿Quieres recibir vacuna Sputnik-V contra covid? No podrás tomar alcohol por 56 días,1
Baja California Sur reporta cero muertes por covid-19 en una semana,0
"Wuhan, epicentro del virus, se aísla para contener la epidemia",1
¿Fin de la pandemia? Identifican moléculas que frenan entrada del Covid en la célula,1
Ocupación hospitalaria por Covid-19 en CDMX llega al 25%; hay 999 pacientes,0
Conoce las epidemias que se han originado en China,1
Pronostican freno de infecciones por coronavirus para finales de marzo,1
"Por coronavirus, implementan protocolos para estudiantes laguneros en el extranjero",0
Las medidas extremas adoptadas en la lucha contra el coronavirus,1
No es la primera vez que una cepa de coronavirus impacta el mundo,1
Europa en confinamiento para frenar segunda ola de Covid-19,1
Periodistas se enfrentan a un nuevo riesgo: el covid-19,1
Padres de menor vacunada contra covid en BC temían que se infectara: abogado,1
Capacitan a hoteleros de Puebla para evitar casos de coronavirus,0
El coronavirus pone en peligro los logros en la lucha contra la tuberculosis: OMS,1
Ya no será obligatorio el uso de cubrebocas en Puebla,0
Cierran Torre Eiffel y sitios turísticos de París por coronavirus,0
Detectan la nueva cepa de coronavirus en pasajeros que llegan a Japón,0
El coronavirus es la crisis de salud más grave en China desde 1949,1
Se disparan contagios de Covid-19 en Sinaloa; cifra alcanza 700 nuevos pacientes en 7 días,1
¿Cómo se detecta? Alertan por nuevo síntoma covid-19; así es la infección mortal por hongo negro,1
UNAM hará pruebas rápidas de Covid-19,0
Franceses eligen alcaldes pese a la amenaza del coronavirus,1
Candidato de Morena en Hidalgo da positivo a Covid-19,0
"Por coronavirus, aplican Ley Seca en Neza",0
Reportan primer muerte de un francés por coronavirus,0
"Coronavirus Nuevo León hoy 19 agosto. Últimas noticias y casos, en vivo",0
Algas marinas pueden proporcionar antivirales para combatir el covid-19: estudio,1
Instalan hospital inflable en Pachuca para atender casos de coronavirus,0
¿Qué sabemos de la viruela del mono o viruela símica y qué tan peligrosa es?,0
Inicia guerra por posibles vacunas contra el Covid-19,1
Pfizer inicia ensayos clínicos de una píldora para prevenir el Covid-19,0
Aumenta a 21 el número de aislados por coronavirus en NL,1
México y EU extienden otro mes restricciones al tránsito terrestre en la frontera por covid-19,0
Boca Juniors pone a disposición sus instalaciones por coronavirus,0
Covid pone en jaque a la industria de la piel,1
Llegan a México 1.5 millones de dosis de AstraZeneca,0
Es un tema de terror: Belinda cancela dos proyectos debido a pandemia de coronavirus,1
Confirman primera muerte de un estadounidense por el coronavirus,0
Nos ha ido mejor a nosotros que a España con la pandemia y con la crisis económica: AMLO,1
"No hay situación de emergencia por covid-19, dice AMLO; descarta nuevo confinamiento",1
Reporta OMS 90 millones de contagios Covid en 10 semanas; son más casos que en todo 2020,1
"“La depresión, la otra pandemia”: Neuróticos Anónimos A.C.",1
En Japón confirman segundo caso de infectado por coronavirus,1
"En el umbral de 200 mil muertos por Covid-19, 30 mil son de Edomex",1
Muere en México primer paciente con dengue y Covid,0
Estas son las medidas de protección básicas contra el coronavirus,0
Personas con comorbilidades podrán aplicarse su cuarta dosis contra Covid,0
¡Una gran esperanza! Nueva vacuna logra detener cáncer de mama en mujer estadunidense,1
México toma medidas preventivas contra misterioso brote de neumonía registrado en China,1
"Coronavirus también tumba a Superman: cancelan premier de ""Red Son"" en Nueva York",1
Ayuntamientos destinarán entre 3 y 8 mdp para enfrentar y evitar brotes de coronavirus,0
"Coronavirus en México, 21 de mayo: reportan 420 nuevas muertes y 2 mil 973 casos",0
"Hay esperanza, seis vacunas contra Covid-19 están en fase avanzada: OMS",1
[VIDEOS] Hospitales chinos acumulan muertos por coronavirus,1
"Pide AMLO ""con toda el alma"" que acabe epidemia de coronavirus",1
"Coronavirus, de lo más buscado en sitios porno",1
"Responsabilidad, previsión y cautela ante Covid-19: Senado",0
"Mujer da positivo a covid y dengue al mismo tiempo, confirman autoridades de Argentina",0
Joe Biden recibirá cuarta dosis de vacuna contra el Covid-19,0
Investigan 14 posibles casos de coronavirus en Inglaterra,0
Alerta en Perú tras detección de paciente con Difteria en plena pandemia,1
Newcastle prohibe a sus jugadores dar la mano por miedo a coronavirus,1
Persona con Covid-19 siembra terror en Sonora,1
Pedro Sola dio positivo a Covid-19; se recupera desde casa,0
Bangladesh autoriza última fase de ensayos para vacuna china contra el coronavirus,0
Alarma por coronavirus pega a bolsas del mundo,1
OMS declara al coronavirus como pandemia,0
Decae optimismo en China ante más muertos y casos,1
"Ante avance del coronavirus, más ciudades chinas se aíslan",1
"Covid-19 tuvo ""devastador"" impacto mundial en lucha contra sida, tuberculosis y malaria",1
OMS investiga si asintomáticos pueden contagiar coronavirus,0
"Fallece de cáncer el cantante belga Arno, luchó contra el autismo y la tartamudez juvenil",0
"""No está demás usar cubrebocas"", dicen estudiantes por coronavirus",0
Coronavirus Nuevo León hoy 15 de abril. Últimas noticias,0
¿Peligran los juegos Olímpicos por coronavirus?,0
"""Nos dio miedo porque era un virus muy agresivo"", narra doctor que atendió a primer fallecido",1
Corea del Sur endurece distanciamiento social tras repunte de Covid-19,0
Hong Kong cerrará espacios públicos para combatir el coronavirus,0
Ministro evita saludar de mano a Angela Merkel por miedo a coronavirus,1
Aumento de casos de sarampión empeora por Covid-19,1
Sube a 11 la cifra de sacerdotes fallecidos por covid-19 en la arquidiócesis de Puebla,0
Refuerzan campaña contra zika y dengue en Quintana Roo,0
Sheinbaum anuncia que dio negativo a prueba Covid-19,0
Países vecinos cierran fronteras con Irán tras 8 muertos por coronavirus,1
"Coronavirus en Tamaulipas en vivo, minuto a minuto",0
Alemania anuncia restricciones drásticas a los no vacunados contra Covid,1
Brian Cox comparte que sufrió depresión tras terminar de escribir sus memorias,0
Nuestro país necesita a sus científicos frente a la emergencia por coronavirus,1
OMS inicia misión para dar con el origen del coronavirus en Wuhan,0
Compras de pánico en Jalisco por coronavirus,1
"""Parece el fin del mundo"": así se ven las compras de pánico por Covid-19 en EU",1
"Diagnostican covid-19 a funcionario de Boca del Río, Veracruz",0
"En Morelos, niegan entrada a escuela a directora por temor a contagio de coronavirus",1
Petróleo cae por debajo de los 30 dólares ante crisis por coronavirus,1
Confirman cinco casos de coronavirus en el penal de Cuautitlán,0
"Aplicación de pruebas de Covid-19, a la baja desde hace 3 semanas",0
México busca participar en ensayo fase 3 de vacuna de Novavax contra Covid-19,0
¡Sin miedo al covid! capitalinos van a restaurantes que abrieron pese a semáforo rojo,1
Aumenta a 17 la cifra de muertos en China por nuevo coronavirus,1
Buscan potenciar respuesta inmunológica contra el cáncer a través de la crioablación tumoral,0
"""La cuarentena por coronavirus nos prohíbe salir”: la historia de una argentina en Wuhan",1
Inicia aplicación de vacuna covid en las universidades de Torreón,0
"¡Tom Hanks y su esposa, infectados por coronavirus!",1
Al sonoro rugir del Covid,1
Existe el riesgo de que la viruela del mono llegue a México: UNAM,1
"Desde ventanas y balcones, españoles aplauden a trabajadores sanitarios por Covid-19",0
Joe Biden recibe segunda dosis de vacuna contra Covid-19,0
"Ante amenaza de coronavirus, secretarios de Turismo activan plan preventivo",1
Arquitecto chino crea 'escudo' contra el coronavirus; asegura que podría matarlo,1
"Pandemia sigue en fase ""preocupante e intensa"" en Latinoamérica: OMS",1
Coronavirus Tamaulipas 21 marzo. Últimas noticias y casos hoy en vivo,0
Caso sospechoso de coronavirus en CDMX dio negativo: Ssa,0
Suman seis países africanos en alerta por brote de virus del ébola,1
EU reporta casi 200 mil menores contagiados por Covid-19 en una semana,1
"Videos sobre supuesta vacunación anticovid en NL son falsos, denuncia Clara Luz",0
Lanza TV UNAM programa para resolver dudas sobre Covid-19,0
Coronavirus: Amazon y Sony también se retiran del MWC 2020 por riesgo de contagio,1
"Incrementan casos de dengue en Hidalgo, 257 en una semana",0
Llega vuelo de EU a México con 45 ventiladores para afrontar Covid-19,0
Perú suspende llegada de vuelos de Europa y Asia por coronavirus,0
Jalisco registra en una semana 61 casos de dengue y acumula 390,0
AMLO suspende giras en el país por Covid-19,0
